Name,PlayerID
Welington Castillo,456078
Paul Goldschmidt,502671
Chris Owings,572008
Nick Ahmed,605113
Jake Lamb,571875
David Peralta,444482
AJ Pollock,572041
Ender Inciarte,542255
Yasmany Tomás,630111
Aaron Hill,431094
Jarrod Saltalamacchia,457454
Mark Trumbo,444432
Cliff Pennington,460060
Tuffy Gosewisch,488912
Jordan Pacheco,457574
Brandon Drury,592273
Óscar Hernández,591712
Sócrates Brito,593647
Danny Dorn,457760
Jamie Romak,457449
Peter O'Brien,598284
Gerald Laird,408042
Freddie Freeman,518692
Jace Peterson,607054
Andrelton Simmons,592743
Adonis García,611177
Jonny Gomes,430404
Cameron Maybin,457727
Nick Markakis,455976
Kelly Johnson,430637
Juan Uribe,346874
Chris Johnson,453400
Christian Bethancourt,542194
Michael Bourn,456422
Pedro Ciriaco,465674
Nick Swisher,430897
Eury Pérez,691587
Alberto Callaspo,430948
Daniel Castro,593495
Todd Cunningham,592239
Héctor Olivera,493343
Ryan Lavarnway,543432
Joey Terdoslavich,519345
Caleb Joseph,543376
Chris Davis,448801
Jonathan Schoop,570731
Manny Machado,592518
Steve Pearce,456665
Adam Jones,430945
Gerardo Parra,467827
Jimmy Paredes,517370
Ryan Flaherty,475247
Matt Wieters,446308
Travis Snider,501983
Nolan Reimold,460099
Delmon Young,430321
David Lough,518953
Steve Clevenger,502182
Everth Cabrera,465784
Chris Parmelee,476633
Paul Janish,457926
Henry Urrutia,625329
Dariel Álvarez,645848
Rey Navarro,519071
Junior Lake,516809
Christian Walker,572233
Blake Swihart,596119
Mike Napoli,435063
Dustin Pedroia,456030
Xander Bogaerts,593428
Pablo Sandoval,467055
Hanley Ramirez,434670
Mookie Betts,605141
Rusney Castillo,628329
David Ortiz,120074
Brock Holt,571788
Travis Shaw,543768
Ryan Hanigan,452672
Sandy León,506702
Shane Victorino,425664
Allen Craig,501800
Josh Rutledge,592710
Daniel Nava,537953
Deven Marrero,571918
Jemile Weeks,457789
Carlos Peguero,451713
Garin Cecchini,594555
Jeff Bianchi,488703
Luis Jimenez,455921
Tyler Flowers,452095
José Abreu,547989
Alexei Ramírez,493351
Tyler Saladino,573135
Melky Cabrera,466320
Adam Eaton,284566
Avisaíl García,541645
Adam LaRoche,425560
Gordon Beckham,493596
Geovany Soto,434567
Conor Gillaspie,543216
JB Shuck,543776
Trayce Thompson,572204
Micah Johnson,608672
Mike Olt,592609
Emilio Bonifácio,466988
Rob Brantly,542963
Leury Garcia,544725
Miguel Montero,471083
Anthony Rizzo,519203
Addison Russell,608365
Starlin Castro,516770
Kris Bryant,592178
Chris Coghlan,458085
Dexter Fowler,451594
Jorge Soler,624585
Kyle Schwarber,656941
Chris Denorfia,456121
David Ross,424325
Jonathan Herrera,468406
Matt Szczur,519333
Javier Báez,595879
Austin Jackson,457706
Mike Baxter,488689
Arismendy Alcántara,570489
Taylor Teagarden,460003
Quintin Berry,450641
Brayan Peña,430910
Joey Votto,458015
Brandon Phillips,408252
Eugenio Suárez,553993
Todd Frazier,453943
Marlon Byrd,407781
Billy Hamilton,571740
Jay Bruce,457803
Tucker Barnhart,571466
Skip Schumaker,435401
Zack Cozart,446359
Jason Bourgeois,430652
Kristopher Negrón,502117
Brennan Boesch,453269
Adam Duvall,594807
Devin Mesoraco,519023
Ramón Cabrera,541608
Ryan LaMarre,534606
Chris Dominguez,458689
Tyler Holt,534627
Kyle Waldrop,592835
Yan Gomes,543228
Carlos Santana,467793
Jason Kipnis,543401
Francisco Lindor,596019
Gio Urshela,570482
Michael Brantley,488726
Brandon Moss,461235
Ryan Raburn,430605
Lonnie Chisenhall,502082
José Ramírez,542432
Mike Aviles,449107
David Murphy,461815
Roberto Pérez,547379
Abraham Almonte,501659
Jerry Sands,543742
Brett Hayes,451109
Michael Martinez,492841
Zach Walters,595025
Jesús Aguilar,542583
Adam Moore,446192
Nick Hundley,460026
Ben Paulsen,572019
DJ LeMahieu,518934
Troy Tulowitzki,453064
Nolan Arenado,571448
Brandon Barnes,488681
Charlie Blackmon,453568
Carlos González,471865
Wilin Rosario,501647
Corey Dickerson,572816
Daniel Descalso,518614
José Reyes,408314
Justin Morneau,408047
Michael McKenry,502374
Rafael Ynoa,501255
Drew Stubbs,453211
Kyle Parker,592621
Dustin Garneau,572863
Cristhian Adames,542436
Matt McBride,473724
Tom Murphy,119572
James McCann,543510
Miguel Cabrera,408234
Ian Kinsler,435079
José Iglesias,578428
Nick Castellanos,592206
Yoenis Céspedes,493316
Anthony Gose,543238
Victor Martinez,400121
Rajai Davis,434658
Alex Avila,488671
Tyler Collins,607385
Andrew Romine,461865
Jefry Marte,527043
Dixon Machado,553988
Bryan Holaday,592407
Josh Wilson,425543
Hernán Pérez,541650
Marc Krauss,571868
Steven Moya,570615
Daniel Fields,571665
Jason Castro,488771
Chris Carter,452080
Jose Altuve,514888
Carlos Correa,621043
Luis Valbuena,472528
Preston Tucker,605512
Jake Marisnick,545350
George Springer,543807
Evan Gattis,594828
Colby Rasmus,458675
Marwin Gonzalez,503556
Jed Lowrie,476704
Hank Conger,474233
Carlos Gómez,460576
Jonathan Villar,542340
Jon Singleton,572138
Robbie Grossman,543257
Domingo Santana,570267
Max Stassi,545358
Alex Presley,502100
Matt Duffy,592274
Salvador Perez,521692
Eric Hosmer,543333
Omar Infante,408299
Alcides Escobar,444876
Mike Moustakas,519058
Alex Gordon,460086
Lorenzo Cain,456715
Alex Rios,425567
Kendrys Morales,434778
Ben Zobrist,450314
Paulo Orlando,449181
Jarrod Dyson,502481
Christian Colón,518568
Drew Butera,460077
Cheslor Cuthbert,596144
Francisco Peña,506747
Dusty Coleman,543038
Erik Kratz,456124
Terrance Gore,605253
Orlando Calixte,593525
Chris Iannetta,455104
Albert Pujols,405395
Johnny Giavotella,543213
Erick Aybar,430947
David Freese,501896
Matt Joyce,459964
Mike Trout,545361
Kole Calhoun,594777
Carlos Pérez,542208
Taylor Featherston,605227
Efren Navarro,519068
Daniel Robertson,621002
Collin Cowgill,518577
David DeJesus,430203
Kaleb Cowart,592230
Grant Green,502205
Kyle Kubitza,605323
Kirk Nieuwenhuis,543590
Ryan Jackson,474249
Alfredo Marte,501245
Jett Bandy,542908
Yasmani Grandal,518735
Adrián González,408236
Howie Kendrick,435062
Jimmy Rollins,276519
Justin Turner,457759
Carl Crawford,408307
Joc Pederson,592626
Yasiel Puig,624577
