Name,PlayerID
Zack Greinke,425844
Patrick Corbin,571578
Robbie Ray,592662
Taijuan Walker,592836
Zack Godley,643327
Fernando Rodney,407845
Archie Bradley,605151
Andrew Chafin,605177
Randall Delgado,517414
Jake Barrett,545332
Tom Wilhelmsen,452666
Anthony Banda,607455
Braden Shipley,640463
Shelby Miller,571946
Silvino Bracho,611093
David Hernandez,456696
James Sherfy,642073
Daniel Descalso,518614
Matt Koch,571863
Julio Teheran,527054
Mike Foltynewicz,592314
Jaime García,448802
Sean Newcomb,656794
Bartolo Colon,112526
Jim Johnson,462382
José Ramírez,542432
Sam Freeman,518693
Arodys Vizcaíno,527055
Ian Krol,571871
Lucas Sims,608371
Luke Jackson,592426
Jason Motte,435400
Matt Wisler,605538
Luiz Gohara,627894
Max Fried,608331
Rex Brothers,571521
Eric O'Flaherty,447714
Josh Collmenter,518567
Dan Winkler,595465
Jason Hursh,592422
Akeel Morris,592570
Aaron Blair,594760
Chaz Roe,475054
Kevin Gausman,592332
Dylan Bundy,605164
Wade Miley,489119
Ubaldo Jiménez,434622
Chris Tillman,501957
Brad Brach,542960
Mychal Givens,571710
Richard Bleier,542947
Darren O'Day,503285
Donnie Hart,643354
Miguel Castro,612434
Alec Asher,594742
Jeremy Hellickson,476451
Zack Britton,502154
Gabriel Ynoa,593679
Jimmy Yacabonis,642231
Tyler Wilson,592869
Jayson Aquino,593969
Stefan Crichton,592233
Logan Verrett,548337
Richard Rodríguez,593144
Edwin Jackson,429719
Oliver Drake,543118
Tanner Scott,656945
Chris Sale,519242
Rick Porcello,519144
Drew Pomeranz,519141
Eduardo Rodriguez,593958
Doug Fister,450729
David Price,456034
Craig Kimbrel,518886
Matt Barnes,598264
Heath Hembree,592390
Joe Kelly,116950
Robby Scott,582494
Fernando Abad,472551
Blaine Boyer,430641
Brandon Workman,519443
Addison Reed,592665
Brian Johnson,598271
Hector Velázquez,584171
Steven Wright,453214
Austin Maddox,545348
Ben Taylor,664701
Robbie Ross,543726
Kyle Kendrick,452718
Carson Smith,605476
Noé Ramirez,598287
Kyle Martin,573016
Mitch Moreland,519048
Roenis Elías,606273
Derek Holland,502706
Miguel González,456068
Mike Pelfrey,460059
James Shields,448306
José Quintana,500779
Dylan Covey,592229
David Robertson,502085
Chris Beck,571476
Anthony Swarzak,461872
Dan Jennings,543359
Carlos Rodón,607074
David Holmberg,571787
Reynaldo López,625643
Lucas Giolito,608337
Juan Minaya,573668
Tommy Kahnle,592454
Michael Ynoa,573589
Jake Petricka,502593
Carson Fulmer,608334
Aaron Bummer,607481
Chris Volstad,458690
Danny Farquhar,543144
Brad Goldberg,643329
Nate Jones,518858
Tyler Clippard,461325
Zach Putnam,474029
Al Alburquerque,456379
Jace Fry,605240
Tyler Danish,641501
Rob Brantly,542963
Jon Lester,452657
John Lackey,407793
Jake Arrieta,453562
Kyle Hendricks,543294
