Name,PlayerID
Zack Greinke,425844
Patrick Corbin,571578
Zack Godley,643327
Robbie Ray,592662
Clay Buchholz,453329
Matt Koch,571863
Brad Boxberger,502202
Archie Bradley,605151
Yoshihisa Hirano,673633
Andrew Chafin,605177
Fernando Salas,477569
Silvino Bracho,611093
Brad Ziegler,446899
Matt Andriese,542882
James Sherfy,642073
Shelby Miller,571946
Jake Diekman,518617
Taijuan Walker,592836
Randall Delgado,517414
Yoan López,661255
Jake Barrett,545332
Braden Shipley,640463
Kris Medlen,450665
Troy Scribner,644428
Daniel Descalso,518614
Joey Krehbiel,607216
Alex Avila,488671
Jeff Mathis,425772
Mike Foltynewicz,592314
Julio Teheran,527054
Sean Newcomb,656794
Aníbal Sánchez,434671
Brandon McCarthy,435221
Arodys Vizcaíno,527055
Jesse Biddle,592145
Dan Winkler,595465
Sam Freeman,518693
Shane Carle,641438
Kevin Gausman,592332
Luke Jackson,592426
Max Fried,608331
Touki Toussaint,657053
Peter Moylan,493247
Matt Wisler,605538
Michael Soroka,647336
Brad Brach,542960
Jonny Venters,458924
Luiz Gohara,627894
Chad Sobotka,656977
Lucas Sims,608371
Kolby Allard,663465
Bryse Wilson,669060
José Ramírez,542432
Evan Phillips,623465
Kyle Wright,657140
Miguel Socolovich,462515
Wes Parsons,641149
Josh Ravin,502051
Adam McCreery,607030
Charlie Culberson,518586
Chase Whitley,595032
Rex Brothers,571521
Dylan Bundy,605164
Andrew Cashner,488768
Alex Cobb,502171
David Hess,605276
Yefry Ramírez,606162
Miguel Castro,612434
Mychal Givens,571710
Tanner Scott,656945
Jimmy Yacabonis,642231
Paul Fry,643316
Richard Bleier,542947
Pedro Araújo,606478
Sean Gilmartin,543219
Chris Tillman,501957
Ryan Meisinger,664682
Darren O'Day,503285
Donnie Hart,643354
Cody Carroll,606944
Zack Britton,502154
Josh Rogers,642028
Jhan Mariñez,501697
Nestor Cortes,641482
John Means,607644
Luis Ortiz,656814
Jace Peterson,607054
Danny Valencia,502143
Rick Porcello,519144
David Price,456034
Chris Sale,519242
Eduardo Rodriguez,593958
Nathan Eovaldi,543135
Craig Kimbrel,518886
Hector Velázquez,584171
Joe Kelly,116950
Matt Barnes,598264
Heath Hembree,592390
Brian Johnson,598271
Drew Pomeranz,519141
Steven Wright,453214
Brandon Workman,519443
Ryan Brasier,518489
Tyler Thornburg,592804
Bobby Poyner,596074
William Cuevas,571035
Marcus Walden,519393
Carson Smith,605476
Justin Haley,595234
Robby Scott,582494
Jalen Beeks,656222
James Shields,448306
Reynaldo López,625643
Lucas Giolito,608337
Dylan Covey,592229
Carlos Rodón,607074
Joakim Soria,465657
Héctor Santiago,502327
Jace Fry,605240
Juan Minaya,573668
Luis Avilán,501593
Chris Volstad,458690
Carson Fulmer,608334
Aaron Bummer,607481
Nate Jones,518858
Bruce Rondón,541652
Xavier Cedeño,458584
